0,120,63
1,130,56
2,140,58
3,150,56
4,160,53
5,170,58
6,180,51
7,190,46
8,200,47
9,210,46
10,220,43
11,230,39
12,240,38
13,250,35
14,260,40
15,270,41
16,280,31
17,290,35
18,300,34
19,310,30
20,320,32
21,330,25
22,340,24
23,350,25
24,360,23
25,370,23
26,380,24
27,390,26
28,400,26
29,410,25
30,420,23
31,430,23
32,440,24
33,450,22
34,460,20
35,470,18
36,480,20
37,490,21
38,500,21
39,510,21
40,520,20
